"","ID","nume","pret","um","instoc","descriere","url","idcategorie","numecategorie","idsubcateg","numesubcateg"
"630","P-2474297","Agricola salam mozaic 400 g",17.09,"buc","AVAILABLE","Produs crud uscat cu membrana artificiala necomestibila.","https://www.cora.ro/agricola-salam-mozaic-400-g-P-2474297",77148,"Alimente",77156,"Mezeluri"
"631","P-2575254","Fox salam Victoria 125 g",4.29,"buc","AVAILABLE","Salam Victoria. Produs fiert si afumat.","https://www.cora.ro/fox-salam-victoria-125-g-P-2575254",77148,"Alimente",77156,"Mezeluri"
"632","P-1791959","Caroli salam 400g",12.29,"buc","AVAILABLE","Salam victoria mini","https://www.cora.ro/caroli-salam-400g-P-1791959",77148,"Alimente",77156,"Mezeluri"
"633","P-2490314","Cris-Tim toba curcan 300 g",15.09,"buc","AVAILABLE","Produs din carne fiert. Eticheta curata; Fara gluten,  fara amidon, fara MDM, fara soia, fara coloranti sintetici, fara monoglutamat de sodiu adaugat.","https://www.cora.ro/cris-tim-toba-curcan-300-g-P-2490314",77148,"Alimente",77156,"Mezeluri"
"634","P-2554752","Sissi sunca din piept de curcan 1.5% 170 g",11.39,"buc","AVAILABLE","Sunca din piept de curcan, feliata. Produs fiert.","https://www.cora.ro/sissi-sunca-din-piept-de-curcan-1-5-170-g-P-2554752",77148,"Alimente",77156,"Mezeluri"
"635","P-2492911","Campofrio Pastrama de casa feliat la kg",43.19,"kilogram","AVAILABLE","Pastrama de porc.","https://www.cora.ro/campofrio-pastrama-de-casa-feliat-la-kg-P-2492911",77148,"Alimente",77156,"Mezeluri"
"636","P-2607697","Caroli sunca Praga 650 g",21.19,"buc","AVAILABLE","Produs fiert.","https://www.cora.ro/caroli-sunca-praga-650-g-P-2607697",77148,"Alimente",77156,"Mezeluri"
"637","P-1916058","Aldis Kaizer kg",54.49,"kilogram","AVAILABLE","Kaizer","https://www.cora.ro/aldis-kaizer-kg-P-1916058",77148,"Alimente",77156,"Mezeluri"
"638","P-2441416","Cris-Tim salam de vara uscat 300 g",12.69,"buc","AVAILABLE","Produs din carne fiert si dublu afumat. Eticheta curata; Fara gluten,  fara amidon, fara MDM, fara soia, fara coloranti sintetici, fara monoglutamat de sodiu adaugat.","https://www.cora.ro/cris-tim-salam-de-vara-uscat-300-g-P-2441416",77148,"Alimente",77156,"Mezeluri"
"639","P-2450467","Aldis Muschi File Feliat 400g",23.29,"buc","AVAILABLE","Muschiul file Aldis este un produs fiert si afumat din carne de porc, feliat si ambalat intr-o atmosfera protectoare.","https://www.cora.ro/aldis-muschi-file-feliat-400g-P-2450467",77148,"Alimente",77156,"Mezeluri"
"640","P-2551126","Caroli Cremwursti cu piept de curcan 280g",12.39,"buc","AVAILABLE","Cremwursti cu piept de curcan 80% carne. Produs fiert si afumat. Membrana artificiala comestibila.","https://www.cora.ro/caroli-cremwursti-cu-piept-de-curcan-280g-P-2551126",77148,"Alimente",77156,"Mezeluri"
"641","P-2458019","Sergiana muschi azuga afumat feliat la kg",56.51,"kilogram","AVAILABLE","Muschi azuga afumat.","https://www.cora.ro/sergiana-muschi-azuga-afumat-feliat-la-kg-P-2458019",77148,"Alimente",77156,"Mezeluri"
"642","P-2554753","Sissi sunca din piept de pui 1.5% 170 g",8.49,"buc","AVAILABLE","Sunca din piept de pui, feliata. Produs fiert.","https://www.cora.ro/sissi-sunca-din-piept-de-pui-1-5-170-g-P-2554753",77148,"Alimente",77156,"Mezeluri"
"643","P-2604288","Fox crenvursti porc 600 g",19.09,"buc","AVAILABLE","Produs fiert si afumat in membrana artificiala comestibila.","https://www.cora.ro/fox-crenvursti-porc-600-g-P-2604288",77148,"Alimente",77156,"Mezeluri"
"644","P-2489861","Maestro Slanina afumata la kg",27.99,"kilogram","AVAILABLE","Slanina traditionala afumata","https://www.cora.ro/maestro-slanina-afumata-la-kg-P-2489861",77148,"Alimente",77156,"Mezeluri"
"645","P-2497874","Aldis Carnati sticks 200g",13.59,"buc","AVAILABLE","Carnati crud-uscati cu membrana vegetala comestibila.","https://www.cora.ro/aldis-carnati-sticks-200g-P-2497874",77148,"Alimente",77156,"Mezeluri"
"646","P-2546804","Carni Carnati oltenesti extra 80% la kg",35.89,"kilogram","AVAILABLE","Carnati din carne de porc. Produs fiert si afumat.","https://www.cora.ro/carni-carnati-oltenesti-extra-80-la-kg-P-2546804",77148,"Alimente",77156,"Mezeluri"
"647","P-2554747","Sissi jambon din piept de curcan 1.8% 170 g",11.49,"buc","AVAILABLE","Jambon din piept de curcan. Produs fiert si afumat.","https://www.cora.ro/sissi-jambon-din-piept-de-curcan-1-8-170-g-P-2554747",77148,"Alimente",77156,"Mezeluri"
"648","P-2372954","Fox Carnati afumati taranesti la kg",35.99,"kilogram","AVAILABLE","Carnati afumati din carne de porc.","https://www.cora.ro/fox-carnati-afumati-taranesti-la-kg-P-2372954",77148,"Alimente",77156,"Mezeluri"
"649","P-2418548","Sporul Casei Sunca Afumata Felii 500g",17.99,"buc","AVAILABLE","Feliile de sunca afumata de la Sporul Casei sunt o specialitate din carne de porc, afumata cu fum natural si ambalata in vid.","https://www.cora.ro/sporul-casei-sunca-afumata-felii-500g-P-2418548",77148,"Alimente",77156,"Mezeluri"
"650","P-2645353","Reinert Specialitate vita cu mirodenii 100 g",10.99,"buc","AVAILABLE","Specialitate de vita cu mirodenii, feliata. Produs fiert-afumat.","https://www.cora.ro/reinert-specialitate-vita-cu-mirodenii-100-g-P-2645353",77148,"Alimente",77156,"Mezeluri"
"651","P-2658696","Sissi Muschi file crud uscat feliat 80g",6.99,"buc","AVAILABLE","Este un produs obtinut din cotlet de porc de calitate superioara atent degresat, sarat si condimentat printr-un procedeu special, fara injectare, malaxare sau fierbere.","https://www.cora.ro/sissi-muschi-file-crud-uscat-feliat-80g-P-2658696",77148,"Alimente",77156,"Mezeluri"
"652","P-2299231","Meda Sunca feliat la kg",50.49,"kilogram","AVAILABLE","Sunca din carne de porc.","https://www.cora.ro/meda-sunca-feliat-la-kg-P-2299231",77148,"Alimente",77156,"Mezeluri"
"653","P-2471168","Sergiana muschi file afumat feliat la kg",53.84,"kilogram","AVAILABLE","Mezel din carne de porc Sergiana.","https://www.cora.ro/sergiana-muschi-file-afumat-feliat-la-kg-P-2471168",77148,"Alimente",77156,"Mezeluri"
"654","P-2434086","Aldis Sunca Pui 400 g",15.49,"buc","AVAILABLE","Sunca de pui. Produs fiert.","https://www.cora.ro/aldis-sunca-pui-400-g-P-2434086",77148,"Alimente",77156,"Mezeluri"
"655","P-2413751","Matache Macelaru carnati oltenesti 300 g",10.89,"buc","AVAILABLE","Carnatii oltenesti de la Matache Macelaru' sunt un produs fiert si afumat din carne de porc, protejat de o membrana artificiala comestibila, ambalat in vid.","https://www.cora.ro/matache-macelaru-carnati-oltenesti-300-g-P-2413751",77148,"Alimente",77156,"Mezeluri"
"656","P-2418058","Pick Carnati Mives Felii 70g",6.39,"buc","AVAILABLE","Carnatii taranesti picanti Mives de la Pick sunt un produs crud-uscat, maturat si afumat din carne de porc, feliat si ambalat intr-o atmosfera protectoare.","https://www.cora.ro/pick-carnati-mives-felii-70g-P-2418058",77148,"Alimente",77156,"Mezeluri"
"657","P-2512840","Caroli Salam Sandvis 450g",15.69,"buc","AVAILABLE","Produs fiert si afumat, cu 80% continut de carne. Membrana artificiala necomestibila. Ambalat in vid.","https://www.cora.ro/caroli-salam-sandvis-450g-P-2512840",77148,"Alimente",77156,"Mezeluri"
"658","P-1753556","Caroli Pastrama de pui kg",40.69,"kilogram","AVAILABLE",NA,"https://www.cora.ro/caroli-pastrama-de-pui-kg-P-1753556",77148,"Alimente",77156,"Mezeluri"
"659","P-2441085","Meda pastrama haiduceasca 150 g",9.19,"buc","AVAILABLE","Pastrama","https://www.cora.ro/meda-pastrama-haiduceasca-150-g-P-2441085",77148,"Alimente",77156,"Mezeluri"
"660","P-2488305","Agricola Salam Chorizo 100g",8.09,"buc","AVAILABLE","Salam Chorizo crud-uscat, obtinut numai din carne de porc si mix unic de mirodenii aromate.","https://www.cora.ro/agricola-salam-chorizo-100g-P-2488305",77148,"Alimente",77156,"Mezeluri"
"661","P-2538934","Pepe mini crenvursti de curcan 100g",4.19,"buc","AVAILABLE","Avand un design placut si atractiv gama Pepe este destinata in special copiilor. Pentru acestia au fost selectate cele mai bune produse ce nu contin gluten, arome artificiale, potentiatori de gust sau coloranti artificiali.","https://www.cora.ro/pepe-mini-crenvursti-de-curcan-100g-P-2538934",77148,"Alimente",77156,"Mezeluri"
"662","P-2541627","Meda carnati rustici la kg",41.99,"kilogram","AVAILABLE","Carnati din carne de porc. Produs din carne afumat. Con?ine condiment (mustar).","https://www.cora.ro/meda-carnati-rustici-la-kg-P-2541627",77148,"Alimente",77156,"Mezeluri"
"663","P-2363646","Aldis salam Banatean feliat la kg",47.99,"kilogram","AVAILABLE","Salam banatean.","https://www.cora.ro/aldis-salam-banatean-feliat-la-kg-P-2363646",77148,"Alimente",77156,"Mezeluri"
"664","P-2427024","Reinert jambon Padurea Neagra 100 g",10.99,"buc","AVAILABLE","Jambon","https://www.cora.ro/reinert-jambon-padurea-neagra-100-g-P-2427024",77148,"Alimente",77156,"Mezeluri"
"665","P-2343755","Aldis carnati sticks picanti 200 g",11.99,"buc","AVAILABLE","Produs crud-uscat.","https://www.cora.ro/aldis-carnati-sticks-picanti-200-g-P-2343755",77148,"Alimente",77156,"Mezeluri"
"666","P-2364519","Angst jambon din piept de curcan feliat la kg",75.69,"kilogram","AVAILABLE",NA,"https://www.cora.ro/angst-jambon-din-piept-de-curcan-feliat-la-kg-P-2364519",77148,"Alimente",77156,"Mezeluri"
"667","P-2241693","Campofrio salam 100g",8.39,"buc","AVAILABLE","Salam Palaciego","https://www.cora.ro/campofrio-salam-100g-P-2241693",77148,"Alimente",77156,"Mezeluri"
"668","P-2627622","Meda salam Sinaia 400 g",19.89,"buc","AVAILABLE","Produs din carne crud-uscat 100g de produs se obtinut din 138g de came porc. Produs ambalat in atmosfera protectoare. Membrana artificiala necomestibila.","https://www.cora.ro/meda-salam-sinaia-400-g-P-2627622",77148,"Alimente",77156,"Mezeluri"
"669","P-2335164","Cris-Tim salam de porc 500 g",15.19,"buc","AVAILABLE","Salam de porc. Produs din carne fiert si afumat. Eticheta curata; Fara gluten,  fara amidon, fara MDM, fara soia, fara coloranti sintetici, fara monoglutamat de sodiu adaugat.","https://www.cora.ro/cris-tim-salam-de-porc-500-g-P-2335164",77148,"Alimente",77156,"Mezeluri"
"670","P-2405386","Fox parizer taranesc la kg",28.19,"kilogram","AVAILABLE","Parizer taranesc din carne de porc.","https://www.cora.ro/fox-parizer-taranesc-la-kg-P-2405386",77148,"Alimente",77156,"Mezeluri"
"671","P-2436409","Cora bacon afumat feliat 100 g",6.49,"buc","AVAILABLE","File de bacon afumat. Pachetul contine 10 felii.","https://www.cora.ro/cora-bacon-afumat-feliat-100-g-P-2436409",77148,"Alimente",77156,"Mezeluri"
"672","P-2441478","Caroli Salam de porc 600g",16.49,"buc","AVAILABLE","Salam de porc, produs fiert si afumat, ambalat in vid.","https://www.cora.ro/caroli-salam-de-porc-600g-P-2441478",77148,"Alimente",77156,"Mezeluri"
"673","P-2479154","Patrimoine Gourmand carnati de Montbeliard 300 g",15.69,"buc","AVAILABLE","Carnati de Montbeliard pentru preparat.","https://www.cora.ro/patrimoine-gourmand-carnati-de-montbeliard-300-g-P-2479154",77148,"Alimente",77156,"Mezeluri"
"674","P-2592444","Campofrio Active Snack cu carne de curcan 25 g",3.29,"buc","AVAILABLE","Produs crud-uscat fara lactoza, coloranti sau monoglutamat de sodiu. Ambalat in atmosfera protectoare.","https://www.cora.ro/campofrio-active-snack-cu-carne-de-curcan-25-g-P-2592444",77148,"Alimente",77156,"Mezeluri"
"675","P-2299218","Meda Carnati oltenesti la kg",34.99,"kilogram","AVAILABLE","Carnati din carne de porc.","https://www.cora.ro/meda-carnati-oltenesti-la-kg-P-2299218",77148,"Alimente",77156,"Mezeluri"
"676","P-2418495","Caroli Sunca de Praga Feliata 200g",11.69,"buc","AVAILABLE","Sunca de Praga de la Caroli este un produs fiert din carne de porc, feliat si ambalat intr-o atmosfera protectoare. Pentru savoare, se recomanda deschiderea ambalajului cu 5 minute inainte de consum.","https://www.cora.ro/caroli-sunca-de-praga-feliata-200g-P-2418495",77148,"Alimente",77156,"Mezeluri"
"677","P-2433592","Campofrio Tapas Fuet crud uscat  170g",17.49,"buc","AVAILABLE","Fuet produs crud uscat.","https://www.cora.ro/campofrio-tapas-fuet-crud-uscat-170g-P-2433592",77148,"Alimente",77156,"Mezeluri"
"678","P-2458025","Sergiana scarita porc feliat la kg",35.22,"kilogram","AVAILABLE","Scarita de porc.","https://www.cora.ro/sergiana-scarita-porc-feliat-la-kg-P-2458025",77148,"Alimente",77156,"Mezeluri"
"679","P-2463090","Reinert salam de curcan premium 100 g",7.59,"buc","AVAILABLE","Produs crud-uscat feliat, afumat cu fum natural.","https://www.cora.ro/reinert-salam-de-curcan-premium-100-g-P-2463090",77148,"Alimente",77156,"Mezeluri"
"680","P-2471166","Sergiana rulada pui feliata la kg",48.01,"kilogram","AVAILABLE","Mezel din carne de pui Sergiana.","https://www.cora.ro/sergiana-rulada-pui-feliata-la-kg-P-2471166",77148,"Alimente",77156,"Mezeluri"
"681","P-2231549","Caroli Carnati semiafumati extra la kg",28.8,"kilogram","AVAILABLE","Carnati din carne de porc.","https://www.cora.ro/caroli-carnati-semiafumati-extra-la-kg-P-2231549",77148,"Alimente",77156,"Mezeluri"
"682","P-2364543","Angst pastrama taraneasca de curcan feliata la kg",71.09,"kilogram","AVAILABLE",NA,"https://www.cora.ro/angst-pastrama-taraneasca-de-curcan-feliata-la-kg-P-2364543",77148,"Alimente",77156,"Mezeluri"
"683","P-2444288","Caroli Salam de Casa 600g",15.19,"buc","AVAILABLE","Salamul de casa de la Caroli este un produs fiert si dublu afumat din carne de porc, protejat de o membrana artificiala necomestibila si ambalat in vid.","https://www.cora.ro/caroli-salam-de-casa-600g-P-2444288",77148,"Alimente",77156,"Mezeluri"
"684","P-2609870","Caroli sunca presata piept pui 650 g",17.89,"buc","AVAILABLE","Sunca presata cu piept de pui. Produs fiert.","https://www.cora.ro/caroli-sunca-presata-piept-pui-650-g-P-2609870",77148,"Alimente",77156,"Mezeluri"
"685","P-2268981","Reinert sunca Westfalia 100 g",10.89,"buc","AVAILABLE","Sunca traditionala germana westfalia","https://www.cora.ro/reinert-sunca-westfalia-100-g-P-2268981",77148,"Alimente",77156,"Mezeluri"
"686","P-2479108","Cora mini carnati uscati de porc 150 g",8.69,"buc","AVAILABLE","Carnati uscati de porc, calitate superioara.","https://www.cora.ro/cora-mini-carnati-uscati-de-porc-150-g-P-2479108",77148,"Alimente",77156,"Mezeluri"
"687","P-2261072","Maestro carnati trandafir  la kg",16.79,"kilogram","AVAILABLE",NA,"https://www.cora.ro/maestro-carnati-trandafir-la-kg-P-2261072",77148,"Alimente",77156,"Mezeluri"
"688","P-2322527","Caroli carnati de bere 400g",13.39,"buc","AVAILABLE","Carnati de bere","https://www.cora.ro/caroli-carnati-de-bere-400g-P-2322527",77148,"Alimente",77156,"Mezeluri"
"689","P-2430365","Agricola Babic Feliat 150g",15.99,"buc","AVAILABLE","Respectand reteta traditionala consacrata, babicul feliat de la Agricola imbina cea mai savuroasa carne de oaie si vita cu aroma condimentelor naturale.","https://www.cora.ro/agricola-babic-feliat-150g-P-2430365",77148,"Alimente",77156,"Mezeluri"
"690","P-2487916","Cora jambon crud afumat padurea neagra feliat",65.69,"kilogram","AVAILABLE","Produs afumat feliat cu fum natural.","https://www.cora.ro/cora-jambon-crud-afumat-padurea-neagra-feliat-P-2487916",77148,"Alimente",77156,"Mezeluri"
"691","P-2554750","Sissi jambon din pulpa de porc 1.8% 170 g",12.19,"buc","AVAILABLE","Jambon din pulpa de porc. Produs fiert si afumat.","https://www.cora.ro/sissi-jambon-din-pulpa-de-porc-1-8-170-g-P-2554750",77148,"Alimente",77156,"Mezeluri"
"692","P-2562135","Aldis muschi file de porc 100 g",7.19,"buc","AVAILABLE","Muschi file de porc, feliat.","https://www.cora.ro/aldis-muschi-file-de-porc-100-g-P-2562135",77148,"Alimente",77156,"Mezeluri"
"693","P-2456344","Caroli Kaiser extra scurt feliat la kg",56.99,"kilogram","AVAILABLE","Kaiser din piept de porc.","https://www.cora.ro/caroli-kaiser-extra-scurt-feliat-la-kg-P-2456344",77148,"Alimente",77156,"Mezeluri"
"694","P-2609064","Cris-Tim salam de Sibiu 350 g",26.29,"buc","AVAILABLE","Produs din carne crud-uscat cu mucegai.","https://www.cora.ro/cris-tim-salam-de-sibiu-350-g-P-2609064",77148,"Alimente",77156,"Mezeluri"
"695","P-2618667","Reinert Martinel Mortadella din carne de pasare kg",7.99,"buc","AVAILABLE","Mortadella de pasare cu pasta de tomate. Produs fiert.","https://www.cora.ro/reinert-martinel-mortadella-din-carne-de-pasare-kg-P-2618667",77148,"Alimente",77156,"Mezeluri"
"696","P-2567964","Meda Salam Casa Extra 500 g",13.39,"buc","AVAILABLE","Produs din carne fiert si afumat, membrana necomestibila.","https://www.cora.ro/meda-salam-casa-extra-500-g-P-2567964",77148,"Alimente",77156,"Mezeluri"
"697","P-2342497","Agricola Salam Ambasador feliat la kg",59.09,"kilogram","AVAILABLE","Salam din carne de porc.","https://www.cora.ro/agricola-salam-ambasador-feliat-la-kg-P-2342497",77148,"Alimente",77156,"Mezeluri"
"698","P-2465629","Fox Salam taranesc cu sunca 500g",14.99,"buc","AVAILABLE","Produs fiert si afumat in membrana artificiala necomestibila.","https://www.cora.ro/fox-salam-taranesc-cu-sunca-500g-P-2465629",77148,"Alimente",77156,"Mezeluri"
"699","P-2491915","Caroli Salam Rusitic gastro feliat la kg",33.59,"kilogram","AVAILABLE","Salam rustic din carne de porc.","https://www.cora.ro/caroli-salam-rusitic-gastro-feliat-la-kg-P-2491915",77148,"Alimente",77156,"Mezeluri"
"700","P-2658692","Sissi pastrama crud uscata feliata 80 g",6.99,"buc","AVAILABLE","Este un produs obtinut din pulpa de porc atent aleasa si degresata. Aromele specifice acestui produs sunt date de condimentele utilizate, (piper, ienibahar, ienupar, nuscoara, dafin), dar si de afumarea lenta cu lemn de esenta tare (fag).","https://www.cora.ro/sissi-pastrama-crud-uscata-feliata-80-g-P-2658692",77148,"Alimente",77156,"Mezeluri"
"701","P-2114542","Ciolan de porc afumat ambalat la kg",18.99,"kilogram","AVAILABLE","Produs fiert si afumat cu aroma de fum.","https://www.cora.ro/ciolan-de-porc-afumat-ambalat-la-kg-P-2114542",77148,"Alimente",77156,"Mezeluri"
"702","P-2222689","Unicarm Lebar 300 g",6.89,"buc","AVAILABLE","Lebar mozaic","https://www.cora.ro/unicarm-lebar-300-g-P-2222689",77148,"Alimente",77156,"Mezeluri"
"703","P-2334515","Meda carnati taranesti la kg",33.99,"kilogram","AVAILABLE","Carnati taranesti.","https://www.cora.ro/meda-carnati-taranesti-la-kg-P-2334515",77148,"Alimente",77156,"Mezeluri"
"704","P-2541629","Meda carnaciori de bere la kg",31.29,"kilogram","AVAILABLE","Carnaciorii de bere din carne de porc obtinuti din amestecul de carne de porc si condimente ce le confera un gust picant. O alegere ideala pentru masa de picnic. Cu sau fara halba de bere alaturi, sunt o alegere consistenta si savuroasa.","https://www.cora.ro/meda-carnaciori-de-bere-la-kg-P-2541629",77148,"Alimente",77156,"Mezeluri"
"705","P-2169661","Unicarm Pastrama de pulpa de porc la kg",36.09,"kilogram","AVAILABLE","Produs afumat si fiert. Ambalat sub vid.","https://www.cora.ro/unicarm-pastrama-de-pulpa-de-porc-la-kg-P-2169661",77148,"Alimente",77156,"Mezeluri"
"706","P-2342206","Cris-Tim salam rustic 300 g",9.09,"buc","AVAILABLE","Salam Rustic.  Eticheta curata; Fara gluten,  fara amidon, fara MDM, fara soia, fara coloranti sintetici, fara monoglutamat de sodiu adaugat.","https://www.cora.ro/cris-tim-salam-rustic-300-g-P-2342206",77148,"Alimente",77156,"Mezeluri"
"707","P-2616324","Sergiana Sunca praga afumata la kg",48.74,"kilogram","AVAILABLE","Sunca din carne de porc. Membrana naturala comestibila.","https://www.cora.ro/sergiana-sunca-praga-afumata-la-kg-P-2616324",77148,"Alimente",77156,"Mezeluri"
"708","P-1749762","Cris-tim mini parizer cu pui 500 g",11.59,"buc","AVAILABLE","Parizer cu pui. Produs din carne fiert. Eticheta curata; Fara gluten,  fara amidon, fara MDM, fara soia, fara coloranti sintetici, fara monoglutamat de sodiu adaugat.","https://www.cora.ro/cris-tim-mini-parizer-cu-pui-500-g-P-1749762",77148,"Alimente",77156,"Mezeluri"
